Location,Order Id,Order #,Checks,Opened,# of Guests,Table,Revenue Center,Dining Area,Service,Dining Options,Discount Amount,Amount,Tax,Tip,Gratuity,Total,Voided,Paid,Closed,Duration (Opened to Paid),Order Source
3401 Harrisburg Boulevard Suite A,800000005017099965,35,35,9/16/23 4:39 PM,1,,Dining Room,,,,5.50,16.50,1.68,4.40,0.00,22.58,false,9/16/23 4:44 PM,9/16/23 4:44 PM,00:05:06,In Store
3401 Harrisburg Boulevard Suite A,800000005018410306,37,37,9/16/23 5:04 PM,1,,None,,,,11.75,35.25,3.59,9.40,0.00,48.24,false,9/16/23 6:12 PM,9/16/23 6:12 PM,01:08:21,In Store
3401 Harrisburg Boulevard Suite A,800000005018566120,36,36,9/16/23 4:58 PM,1,,Dining Room,,,,8.00,24.00,2.46,0.00,0.00,26.46,false,9/16/23 5:07 PM,9/16/23 5:07 PM,00:08:54,In Store
3401 Harrisburg Boulevard Suite A,800000005018715846,39,39,9/16/23 5:08 PM,1,,Dining Room,,,,5.25,15.75,1.46,4.20,0.00,21.41,false,9/16/23 5:37 PM,9/16/23 5:37 PM,00:28:55,In Store
3401 Harrisburg Boulevard Suite A,800000005019005408,40,40,9/16/23 5:10 PM,1,,Dining Room,,,,3.00,9.00,0.90,0.00,0.00,9.90,false,9/16/23 5:14 PM,9/16/23 5:14 PM,00:04:40,In Store
3401 Harrisburg Boulevard Suite A,800000005019113896,41,41,9/16/23 5:15 PM,1,,Dining Room,,,,0.00,20.00,2.04,0.00,0.00,22.04,false,9/16/23 5:16 PM,9/16/23 5:16 PM,00:00:49,In Store
3401 Harrisburg Boulevard Suite A,800000005019314001,42,42,9/16/23 5:19 PM,1,,Dining Room,,,,2.50,7.50,0.78,0.00,0.00,8.28,false,9/16/23 5:19 PM,9/16/23 5:19 PM,00:00:22,In Store
3401 Harrisburg Boulevard Suite A,800000005020024950,44,44,9/16/23 5:29 PM,1,,Dining Room,,,,0.00,14.00,1.44,2.10,0.00,17.54,false,9/16/23 5:31 PM,9/16/23 5:31 PM,00:02:02,In Store
3401 Harrisburg Boulevard Suite A,800000005020163518,43,43,9/16/23 5:22 PM,1,,None,,,,2.50,7.50,0.78,3.00,0.00,11.28,false,9/16/23 5:34 PM,9/16/23 5:34 PM,00:11:50,In Store
3401 Harrisburg Boulevard Suite A,800000005020477575,46,46,9/16/23 5:34 PM,1,,None,,,,5.75,27.25,2.80,6.60,0.00,36.65,false,9/16/23 10:58 PM,9/16/23 10:58 PM,05:23:29,In Store
3401 Harrisburg Boulevard Suite A,800000005020520235,45,45,9/16/23 5:31 PM,1,,Dining Room,,,,3.25,9.75,0.98,0.00,0.00,10.73,false,9/16/23 5:40 PM,9/16/23 5:40 PM,00:08:27,In Store
3401 Harrisburg Boulevard Suite A,800000005020641683,49,49,9/16/23 5:40 PM,1,,Dining Room,,,,6.25,18.75,1.93,3.75,0.00,24.43,false,9/16/23 5:42 PM,9/16/23 5:42 PM,00:01:20,In Store
3401 Harrisburg Boulevard Suite A,800000005020815169,50,50,9/16/23 5:42 PM,1,,Dining Room,,,,3.75,33.25,3.42,7.40,0.00,44.07,false,9/16/23 7:35 PM,9/16/23 7:35 PM,01:53:06,In Store
3401 Harrisburg Boulevard Suite A,800000005020972701,51,51,9/16/23 5:44 PM,1,,Dining Room,,,,11.25,35.75,3.51,7.05,0.00,46.31,false,9/16/23 5:47 PM,9/16/23 5:47 PM,00:03:09,In Store
3401 Harrisburg Boulevard Suite A,800000005021217230,52,52,9/16/23 5:49 PM,1,,Dining Room,,,,5.00,15.00,1.24,0.00,0.00,16.24,false,9/16/23 5:51 PM,9/16/23 5:51 PM,00:01:26,In Store
3401 Harrisburg Boulevard Suite A,800000005021509598,53,53,9/16/23 5:53 PM,1,,Dining Room,,,,17.75,53.25,5.47,14.20,0.00,72.92,false,9/16/23 10:57 PM,9/16/23 10:57 PM,05:04:13,In Store
3401 Harrisburg Boulevard Suite A,800000005021594299,48,48,9/16/23 5:39 PM,1,,None,,,,8.00,56.00,5.59,12.80,0.00,74.39,false,9/16/23 7:46 PM,9/16/23 7:46 PM,02:06:22,In Store
3401 Harrisburg Boulevard Suite A,800000005021674544,55,55,9/16/23 5:57 PM,1,,None,,,,0.00,48.00,4.52,9.60,0.00,62.12,false,9/16/23 6:49 PM,9/16/23 6:49 PM,00:51:37,In Store
3401 Harrisburg Boulevard Suite A,800000005021889910,54,54,9/16/23 5:56 PM,1,,Dining Room,,,,0.00,70.00,6.97,14.00,0.00,90.97,false,9/16/23 6:02 PM,9/16/23 6:02 PM,00:06:52,In Store
3401 Harrisburg Boulevard Suite A,800000005021994520,58,58,9/16/23 6:02 PM,1,,Dining Room,,Dinner,,0.00,10.00,1.02,0.00,0.00,11.02,false,9/16/23 6:03 PM,9/16/23 6:03 PM,00:00:45,In Store
3401 Harrisburg Boulevard Suite A,800000005022037356,59,59,9/16/23 6:04 PM,1,,Dining Room,,Dinner,,0.00,10.00,1.02,0.00,0.00,11.02,false,9/16/23 6:04 PM,9/16/23 6:04 PM,00:00:17,In Store
3401 Harrisburg Boulevard Suite A,800000005022181369,60,60,9/16/23 6:04 PM,1,,Dining Room,,Dinner,,0.00,51.00,5.23,10.20,0.00,66.43,false,9/16/23 6:06 PM,9/16/23 6:06 PM,00:01:56,In Store
3401 Harrisburg Boulevard Suite A,800000005022295629,61,61,9/16/23 6:06 PM,1,,Dining Room,,Dinner,,0.00,24.00,2.46,2.00,0.00,28.46,false,9/16/23 6:08 PM,9/16/23 6:08 PM,00:01:50,In Store
3401 Harrisburg Boulevard Suite A,800000005022513878,62,62,9/16/23 6:09 PM,1,,Dining Room,,Dinner,,0.00,10.00,0.82,0.00,0.00,10.82,false,9/16/23 6:11 PM,9/16/23 6:11 PM,00:02:48,In Store
3401 Harrisburg Boulevard Suite A,800000005022613663,63,63,9/16/23 6:12 PM,1,,Dining Room,,Dinner,,0.00,13.00,1.34,0.00,0.00,14.34,false,9/16/23 6:13 PM,9/16/23 6:13 PM,00:00:48,In Store
3401 Harrisburg Boulevard Suite A,800000005022677932,64,64,9/16/23 6:13 PM,1,,Dining Room,,Dinner,,0.00,14.00,1.44,0.00,0.00,15.44,false,9/16/23 6:14 PM,9/16/23 6:14 PM,00:01:00,In Store
3401 Harrisburg Boulevard Suite A,800000005022724601,65,65,9/16/23 6:14 PM,1,,Dining Room,,Dinner,,0.00,24.00,2.46,0.00,0.00,26.46,false,9/16/23 6:18 PM,9/16/23 6:18 PM,00:04:03,In Store
3401 Harrisburg Boulevard Suite A,800000005023019595,67,67,9/16/23 6:18 PM,1,,Dining Room,,Dinner,,0.00,30.00,3.08,0.00,0.00,33.08,false,9/16/23 6:20 PM,9/16/23 6:20 PM,00:01:07,In Store
3401 Harrisburg Boulevard Suite A,800000005023037708,66,66,9/16/23 6:14 PM,1,,Dining Room,,Dinner,,0.00,22.00,2.26,2.74,0.00,27.00,false,9/16/23 6:20 PM,9/16/23 6:20 PM,00:05:46,In Store
3401 Harrisburg Boulevard Suite A,800000005023108034,69,69,9/16/23 6:20 PM,1,,Dining Room,,Dinner,,0.00,22.00,2.25,4.84,0.00,29.09,false,9/16/23 6:21 PM,9/16/23 6:21 PM,00:01:06,In Store
3401 Harrisburg Boulevard Suite A,800000005024477136,71,71,9/16/23 6:29 PM,1,,Dining Room,,Dinner,,0.00,13.00,1.34,0.00,0.00,14.34,false,9/16/23 6:44 PM,9/16/23 6:44 PM,00:15:16,In Store
3401 Harrisburg Boulevard Suite A,800000005024992450,72,72,9/16/23 6:45 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,0.00,0.00,6.62,false,9/16/23 6:50 PM,9/16/23 6:50 PM,00:05:00,In Store
3401 Harrisburg Boulevard Suite A,800000005025208998,74,74,9/16/23 6:53 PM,1,,None,,Dinner,,0.00,28.00,2.88,6.16,0.00,37.04,false,9/16/23 10:56 PM,9/16/23 10:56 PM,04:03:01,In Store
3401 Harrisburg Boulevard Suite A,800000005025505441,73,73,9/16/23 6:51 PM,1,,Dining Room,,Dinner,,0.00,20.00,1.84,4.40,0.00,26.24,false,9/16/23 7:24 PM,9/16/23 7:24 PM,00:33:05,In Store
3401 Harrisburg Boulevard Suite A,800000005025820348,76,76,9/16/23 6:59 PM,1,,Dining Room,,Dinner,,0.00,37.00,3.80,0.00,0.00,40.80,false,9/16/23 7:04 PM,9/16/23 7:04 PM,00:04:31,In Store
3401 Harrisburg Boulevard Suite A,800000005026264070,77,77,9/16/23 7:09 PM,1,,Dining Room,,Dinner,,1.50,4.50,0.45,0.90,0.00,5.85,false,9/16/23 7:11 PM,9/16/23 7:11 PM,00:01:49,In Store
3401 Harrisburg Boulevard Suite A,800000005027087504,78,78,9/16/23 7:24 PM,1,,Dining Room,,Dinner,,0.00,11.00,1.13,1.65,0.00,13.78,false,9/16/23 7:25 PM,9/16/23 7:25 PM,00:01:13,In Store
3401 Harrisburg Boulevard Suite A,800000005027454642,79,79,9/16/23 7:29 PM,1,,Dining Room,,Dinner,,0.00,33.00,3.38,0.00,0.00,36.38,false,9/16/23 7:31 PM,9/16/23 7:31 PM,00:01:38,In Store
3401 Harrisburg Boulevard Suite A,800000005027916275,80,80,9/16/23 7:37 PM,1,,Dining Room,,Dinner,,0.00,40.00,3.90,8.00,0.00,51.90,false,9/16/23 7:44 PM,9/16/23 7:44 PM,00:07:30,In Store
3401 Harrisburg Boulevard Suite A,800000005028484471,82,82,9/16/23 7:46 PM,1,,Dining Room,,Dinner,,0.00,43.00,4.21,8.60,0.00,55.81,false,9/16/23 7:49 PM,9/16/23 7:49 PM,00:02:55,In Store
3401 Harrisburg Boulevard Suite A,800000005028831936,83,83,9/16/23 7:50 PM,1,,Dining Room,,Dinner,,0.00,23.00,2.36,3.45,0.00,28.81,false,9/16/23 8:35 PM,9/16/23 8:35 PM,00:45:13,In Store
3401 Harrisburg Boulevard Suite A,800000005028892880,84,84,9/16/23 7:55 PM,1,,Dining Room,,Dinner,,0.00,15.00,1.54,2.25,0.00,18.79,false,9/16/23 7:57 PM,9/16/23 7:57 PM,00:01:39,In Store
3401 Harrisburg Boulevard Suite A,800000005028936880,86,86,9/16/23 7:57 PM,1,,Dining Room,,Dinner,,0.00,7.00,0.72,0.00,0.00,7.72,false,9/16/23 7:58 PM,9/16/23 7:58 PM,00:00:41,In Store
3401 Harrisburg Boulevard Suite A,800000005028994022,87,87,9/16/23 7:58 PM,1,,Dining Room,,Dinner,,0.00,18.00,1.84,0.00,0.00,19.84,false,9/16/23 7:59 PM,9/16/23 7:59 PM,00:00:36,In Store
3401 Harrisburg Boulevard Suite A,800000005029170800,88,88,9/16/23 8:01 PM,1,,Dining Room,,Dinner,,0.00,2.00,0.20,0.00,0.00,2.20,false,9/16/23 8:02 PM,9/16/23 8:02 PM,00:00:49,In Store
3401 Harrisburg Boulevard Suite A,800000005029385462,89,89,9/16/23 8:03 PM,1,,Dining Room,,Dinner,,0.00,7.00,0.72,0.00,0.00,7.72,false,9/16/23 8:06 PM,9/16/23 8:06 PM,00:03:48,In Store
3401 Harrisburg Boulevard Suite A,800000005029487221,90,90,9/16/23 8:07 PM,1,,Dining Room,,Dinner,,0.00,36.00,3.69,2.00,0.00,41.69,false,9/16/23 8:09 PM,9/16/23 8:09 PM,00:01:38,In Store
3401 Harrisburg Boulevard Suite A,800000005029754230,91,91,9/16/23 8:09 PM,1,,Dining Room,,Dinner,,0.00,14.00,1.43,0.00,0.00,15.43,false,9/16/23 8:14 PM,9/16/23 8:14 PM,00:05:19,In Store
3401 Harrisburg Boulevard Suite A,800000005029824113,92,92,9/16/23 8:14 PM,1,,Dining Room,,Dinner,,0.00,19.00,1.95,2.85,0.00,23.80,false,9/16/23 8:16 PM,9/16/23 8:16 PM,00:01:43,In Store
3401 Harrisburg Boulevard Suite A,800000005030582454,94,94,9/16/23 8:30 PM,1,,Dining Room,,Dinner,,0.00,8.00,0.82,1.60,0.00,10.42,false,9/16/23 8:31 PM,9/16/23 8:31 PM,00:01:18,In Store
3401 Harrisburg Boulevard Suite A,800000005030610749,95,95,9/16/23 8:31 PM,1,,Dining Room,,Dinner,,0.00,3.00,0.31,0.60,0.00,3.91,false,9/16/23 8:37 PM,9/16/23 8:37 PM,00:05:58,In Store
3401 Harrisburg Boulevard Suite A,800000005030896096,96,96,9/16/23 8:37 PM,1,,Dining Room,,Dinner,,0.00,150.00,14.95,30.00,0.00,194.95,false,9/16/23 9:46 PM,9/16/23 9:46 PM,01:08:53,In Store
3401 Harrisburg Boulevard Suite A,800000005030930654,97,97,9/16/23 8:38 PM,1,,Dining Room,,Dinner,,0.00,6.00,0.62,1.00,0.00,7.62,false,9/16/23 8:41 PM,9/16/23 8:41 PM,00:02:44,In Store
3401 Harrisburg Boulevard Suite A,800000005031107933,85,85,9/16/23 7:56 PM,1,,None,,Dinner,,0.00,2.00,0.20,0.00,0.00,2.20,false,9/16/23 8:44 PM,9/16/23 8:44 PM,00:47:42,In Store
3401 Harrisburg Boulevard Suite A,800000005031548511,98,98,9/16/23 8:47 PM,1,,Dining Room,,Dinner,,0.00,36.00,3.70,5.40,0.00,45.10,false,9/16/23 9:55 PM,9/16/23 9:55 PM,01:08:49,In Store
3401 Harrisburg Boulevard Suite A,800000005031557984,99,99,9/16/23 8:53 PM,1,,Dining Room,,Dinner,,0.00,47.00,4.83,9.40,0.00,61.23,false,9/16/23 9:25 PM,9/16/23 9:25 PM,00:32:27,In Store
3401 Harrisburg Boulevard Suite A,800000005031591992,101,101,9/16/23 8:53 PM,1,,Dining Room,,Dinner,,0.00,64.00,6.56,3.00,0.00,73.56,false,9/16/23 8:55 PM,9/16/23 8:55 PM,00:01:42,In Store
3401 Harrisburg Boulevard Suite A,800000005032059011,104,104,9/16/23 9:05 PM,1,,Dining Room,,Dinner,,0.00,11.00,1.13,2.42,0.00,14.55,false,9/16/23 9:11 PM,9/16/23 9:11 PM,00:05:24,In Store
3401 Harrisburg Boulevard Suite A,800000005032382399,103,103,9/16/23 8:54 PM,1,,None,,Dinner,,0.00,31.00,3.18,6.82,0.00,41.00,false,9/16/23 10:11 PM,9/16/23 10:11 PM,01:17:44,In Store
3401 Harrisburg Boulevard Suite A,800000005032549473,102,102,9/16/23 8:53 PM,1,,Dining Room,,Dinner,,0.00,10.00,1.02,2.00,0.00,13.02,false,9/16/23 9:38 PM,9/16/23 9:38 PM,00:44:36,In Store
3401 Harrisburg Boulevard Suite A,800000005032755151,108,108,9/16/23 9:24 PM,1,,Dining Room,,Dinner,,0.00,24.00,2.26,4.80,0.00,31.06,false,9/16/23 10:52 PM,9/16/23 10:52 PM,01:27:39,In Store
3401 Harrisburg Boulevard Suite A,800000005033048601,109,109,9/16/23 9:25 PM,1,,Dining Room,,Dinner,,0.00,42.00,4.31,8.40,0.00,54.71,false,9/16/23 11:05 PM,9/16/23 11:05 PM,01:40:30,In Store
3401 Harrisburg Boulevard Suite A,800000005033091535,112,112,9/16/23 9:34 PM,1,,Dining Room,,Dinner,,0.00,29.00,2.97,5.80,0.00,37.77,false,9/16/23 10:58 PM,9/16/23 10:58 PM,01:23:56,In Store
3401 Harrisburg Boulevard Suite A,800000005033111914,106,106,9/16/23 9:15 PM,1,,None,,Dinner,,0.00,15.00,1.54,0.00,0.00,16.54,false,9/16/23 9:37 PM,9/16/23 9:37 PM,00:22:13,In Store
3401 Harrisburg Boulevard Suite A,800000005033124971,111,111,9/16/23 9:34 PM,1,,Dining Room,,Dinner,,0.00,13.00,1.34,0.00,0.00,14.34,false,9/16/23 9:35 PM,9/16/23 9:35 PM,00:01:49,In Store
3401 Harrisburg Boulevard Suite A,800000005033342008,116,116,9/16/23 9:39 PM,1,,Dining Room,,Dinner,,0.00,32.00,3.28,4.80,0.00,40.08,false,9/16/23 10:55 PM,9/16/23 10:55 PM,01:16:01,In Store
3401 Harrisburg Boulevard Suite A,800000005033488789,117,117,9/16/23 9:46 PM,1,,Dining Room,,Dinner,,0.00,52.00,5.33,0.00,0.00,57.33,false,9/16/23 9:48 PM,9/16/23 9:48 PM,00:01:19,In Store
3401 Harrisburg Boulevard Suite A,800000005033817215,115,115,9/16/23 9:38 PM,1,,None,,Dinner,,0.00,11.00,1.13,0.00,0.00,12.13,false,9/16/23 10:04 PM,9/16/23 10:04 PM,00:25:51,In Store
3401 Harrisburg Boulevard Suite A,800000005034129310,119,119,9/16/23 10:09 PM,1,,None,,Dinner,,0.00,26.00,2.66,3.90,0.00,32.56,false,9/16/23 10:09 PM,9/16/23 10:09 PM,00:00:33,In Store
3401 Harrisburg Boulevard Suite A,800000005034143181,120,120,9/16/23 10:09 PM,1,,None,,Dinner,,0.00,8.00,0.82,1.20,0.00,10.02,false,9/16/23 10:10 PM,9/16/23 10:10 PM,00:00:48,In Store
3401 Harrisburg Boulevard Suite A,800000005034338267,122,122,9/16/23 10:11 PM,1,,None,,Dinner,,0.00,38.00,3.90,7.60,0.00,49.50,false,9/16/23 10:54 PM,9/16/23 10:54 PM,00:42:47,In Store
3401 Harrisburg Boulevard Suite A,800000005034643705,126,126,9/16/23 10:17 PM,1,,None,,Dinner,,0.00,22.00,2.25,3.00,0.00,27.25,false,9/16/23 10:29 PM,9/16/23 10:29 PM,00:12:16,In Store
3401 Harrisburg Boulevard Suite A,800000005034662642,128,128,9/16/23 10:29 PM,1,,None,,Dinner,,0.00,10.00,1.02,1.50,0.00,12.52,false,9/16/23 10:35 PM,9/16/23 10:35 PM,00:05:31,In Store
3401 Harrisburg Boulevard Suite A,800000005034751136,129,129,9/16/23 10:33 PM,1,,Dining Room,,Dinner,,6.20,15.80,1.62,6.00,0.00,23.42,false,9/16/23 10:48 PM,9/16/23 10:48 PM,00:15:25,In Store
3401 Harrisburg Boulevard Suite A,800000005042004866,1,1,9/17/23 10:58 AM,1,,Dining Room,,,,0.00,0.00,0.00,0.00,0.00,0.00,true,9/17/23 11:36 AM,9/17/23 11:36 AM,00:37:24,In Store
3401 Harrisburg Boulevard Suite A,800000005042581873,2,2,9/17/23 11:51 AM,1,,Dining Room,,,,0.00,6.00,0.62,1.20,0.00,7.82,false,9/17/23 11:54 AM,9/17/23 11:54 AM,00:03:18,In Store
3401 Harrisburg Boulevard Suite A,800000005043833384,3,3,9/17/23 11:54 AM,1,,Dining Room,,,,0.00,0.00,0.00,0.00,0.00,0.00,false,9/17/23 10:45 PM,9/17/23 10:45 PM,10:50:52,In Store
3401 Harrisburg Boulevard Suite A,800000005043944373,5,5,9/17/23 12:24 PM,1,,Dining Room,,,,0.00,0.00,0.00,0.00,0.00,0.00,false,9/17/23 10:35 PM,9/17/23 10:35 PM,10:11:21,In Store
3401 Harrisburg Boulevard Suite A,800000005044981852,6,6,9/17/23 12:35 PM,1,,Dining Room,,,,0.00,63.00,6.44,12.60,0.00,82.04,false,9/17/23 1:42 PM,9/17/23 1:42 PM,01:07:35,In Store
3401 Harrisburg Boulevard Suite A,800000005045124229,7,7,9/17/23 12:52 PM,1,,Dining Room,,,,0.00,6.00,0.62,1.32,0.00,7.94,false,9/17/23 12:56 PM,9/17/23 12:56 PM,00:04:01,In Store
3401 Harrisburg Boulevard Suite A,800000005045333714,8,8,9/17/23 12:56 PM,1,,Dining Room,,,,0.00,2.00,0.20,0.44,0.00,2.64,false,9/17/23 1:00 PM,9/17/23 1:00 PM,00:04:27,In Store
3401 Harrisburg Boulevard Suite A,800000005045394068,9,9,9/17/23 1:00 PM,1,,Dining Room,,,,0.00,13.00,1.34,0.00,0.00,14.34,false,9/17/23 1:02 PM,9/17/23 1:02 PM,00:01:51,In Store
3401 Harrisburg Boulevard Suite A,800000005045765929,10,10,9/17/23 1:04 PM,1,,Dining Room,,,,0.00,24.00,2.47,2.00,0.00,28.47,false,9/17/23 1:12 PM,9/17/23 1:12 PM,00:07:47,In Store
3401 Harrisburg Boulevard Suite A,800000005046152774,11,11,9/17/23 1:11 PM,1,,Dining Room,,,,0.00,68.00,6.96,13.60,0.00,88.56,false,9/17/23 4:06 PM,9/17/23 4:06 PM,02:55:15,In Store
3401 Harrisburg Boulevard Suite A,800000005046724556,12,12,9/17/23 1:15 PM,1,,None,,,,0.00,46.00,4.71,2.00,0.00,52.71,false,9/17/23 1:50 PM,9/17/23 1:50 PM,00:34:55,In Store
3401 Harrisburg Boulevard Suite A,800000005046780590,13,13,9/17/23 1:27 PM,1,,Dining Room,,,,0.00,13.00,1.34,4.00,0.00,18.34,false,9/17/23 3:58 PM,9/17/23 3:58 PM,02:31:08,In Store
3401 Harrisburg Boulevard Suite A,800000005046884912,15,15,9/17/23 1:38 PM,1,,Dining Room,,,,0.00,42.00,4.30,8.40,0.00,54.70,false,9/17/23 2:48 PM,9/17/23 2:48 PM,01:10:14,In Store
3401 Harrisburg Boulevard Suite A,800000005046938593,16,16,9/17/23 1:39 PM,1,,Dining Room,,,,0.00,6.00,0.62,0.00,0.00,6.62,false,9/17/23 1:41 PM,9/17/23 1:41 PM,00:02:03,In Store
3401 Harrisburg Boulevard Suite A,800000005047180409,18,18,9/17/23 1:41 PM,1,,Dining Room,,,,0.00,6.00,0.62,0.00,0.00,6.62,false,9/17/23 1:47 PM,9/17/23 1:47 PM,00:05:59,In Store
3401 Harrisburg Boulevard Suite A,800000005047368895,19,19,9/17/23 1:50 PM,1,,Dining Room,,,,0.00,30.00,3.07,0.00,0.00,33.07,false,9/17/23 4:40 PM,9/17/23 4:40 PM,02:50:39,In Store
3401 Harrisburg Boulevard Suite A,800000005047391979,20,20,9/17/23 1:52 PM,1,,Dining Room,,,,0.00,5.00,0.51,0.00,0.00,5.51,false,9/17/23 1:52 PM,9/17/23 1:52 PM,00:00:30,In Store
3401 Harrisburg Boulevard Suite A,800000005047802883,22,22,9/17/23 2:03 PM,1,,None,,,,0.00,18.00,1.84,10.00,0.00,29.84,false,9/17/23 3:57 PM,9/17/23 3:57 PM,01:54:39,In Store
3401 Harrisburg Boulevard Suite A,800000005047964299,21,21,9/17/23 1:53 PM,1,,Dining Room,,,,0.00,44.00,4.51,8.80,0.00,57.31,false,9/17/23 2:07 PM,9/17/23 2:07 PM,00:14:36,In Store
3401 Harrisburg Boulevard Suite A,800000005048244829,23,23,9/17/23 2:07 PM,1,,None,,,,0.00,24.00,2.46,4.80,0.00,31.26,false,9/17/23 2:24 PM,9/17/23 2:24 PM,00:17:14,In Store
3401 Harrisburg Boulevard Suite A,800000005048810461,24,24,9/17/23 2:24 PM,1,,Dining Room,,,,0.00,11.00,1.13,0.00,0.00,12.13,false,9/17/23 2:40 PM,9/17/23 2:40 PM,00:15:48,In Store
3401 Harrisburg Boulevard Suite A,800000005048848722,25,25,9/17/23 2:30 PM,1,,Dining Room,,,,0.00,6.00,0.62,1.32,0.00,7.94,false,9/17/23 4:39 PM,9/17/23 4:39 PM,02:08:39,In Store
3401 Harrisburg Boulevard Suite A,800000005049025151,26,26,9/17/23 2:34 PM,1,,Dining Room,,,,0.00,24.00,2.46,4.80,0.00,31.26,false,9/17/23 2:39 PM,9/17/23 2:39 PM,00:04:52,In Store
3401 Harrisburg Boulevard Suite A,800000005049266691,27,27,9/17/23 2:43 PM,1,,None,,,,0.00,24.00,2.48,3.60,0.00,30.08,false,9/17/23 8:30 PM,9/17/23 8:30 PM,05:46:33,In Store
3401 Harrisburg Boulevard Suite A,800000005049354465,29,29,9/17/23 2:46 PM,1,,Dining Room,,,,0.00,6.00,0.62,1.20,0.00,7.82,false,9/17/23 2:46 PM,9/17/23 2:46 PM,00:00:32,In Store
3401 Harrisburg Boulevard Suite A,800000005049407418,30,30,9/17/23 2:46 PM,1,,Dining Room,,,,0.00,13.00,1.33,2.60,0.00,16.93,false,9/17/23 2:48 PM,9/17/23 2:48 PM,00:01:40,In Store
3401 Harrisburg Boulevard Suite A,800000005049912560,31,31,9/17/23 2:55 PM,1,,Dining Room,,,,0.00,15.00,1.53,0.00,0.00,16.53,false,9/17/23 3:02 PM,9/17/23 3:02 PM,00:06:57,In Store
3401 Harrisburg Boulevard Suite A,800000005050160293,32,32,9/17/23 3:09 PM,1,,Dining Room,,,,0.00,16.00,1.64,5.00,0.00,22.64,false,9/17/23 3:55 PM,9/17/23 3:55 PM,00:45:45,In Store
3401 Harrisburg Boulevard Suite A,800000005050183108,33,33,9/17/23 3:10 PM,1,,Dining Room,,,,0.00,5.00,0.51,0.00,0.00,5.51,false,9/17/23 3:10 PM,9/17/23 3:10 PM,00:00:56,In Store
3401 Harrisburg Boulevard Suite A,800000005050277726,28,28,9/17/23 2:45 PM,1,,None,,,,0.00,18.00,1.84,3.96,0.00,23.80,false,9/17/23 3:13 PM,9/17/23 3:13 PM,00:28:51,In Store
3401 Harrisburg Boulevard Suite A,800000005050345765,34,34,9/17/23 3:14 PM,1,,Dining Room,,,,0.00,10.00,1.02,0.00,0.00,11.02,false,9/17/23 3:15 PM,9/17/23 3:15 PM,00:00:42,In Store
3401 Harrisburg Boulevard Suite A,800000005050683616,35,35,9/17/23 3:15 PM,1,,Dining Room,,,,0.00,15.00,1.53,3.00,0.00,19.53,false,9/17/23 3:25 PM,9/17/23 3:25 PM,00:09:40,In Store
3401 Harrisburg Boulevard Suite A,800000005050879670,36,36,9/17/23 3:25 PM,1,,Dining Room,,,,0.00,10.00,1.02,2.20,0.00,13.22,false,9/17/23 3:32 PM,9/17/23 3:32 PM,00:06:15,In Store
3401 Harrisburg Boulevard Suite A,800000005051185329,38,38,9/17/23 3:39 PM,1,,None,,,,0.00,6.00,0.62,0.00,0.00,6.62,false,9/17/23 3:40 PM,9/17/23 3:40 PM,00:01:29,In Store
3401 Harrisburg Boulevard Suite A,800000005051263490,37,37,9/17/23 3:32 PM,1,,Dining Room,,,,0.00,23.00,2.36,0.00,0.00,25.36,false,9/17/23 3:41 PM,9/17/23 3:41 PM,00:09:40,In Store
3401 Harrisburg Boulevard Suite A,800000005051762273,39,39,9/17/23 3:55 PM,1,,None,,,,0.00,23.00,2.35,2.00,0.00,27.35,false,9/17/23 4:26 PM,9/17/23 4:26 PM,00:30:06,In Store
3401 Harrisburg Boulevard Suite A,800000005052643276,42,42,9/17/23 4:20 PM,1,,None,,,,0.00,18.00,1.84,0.00,0.00,19.84,false,9/17/23 4:20 PM,9/17/23 4:20 PM,00:00:45,In Store
3401 Harrisburg Boulevard Suite A,800000005052889034,45,45,9/17/23 4:26 PM,1,,None,,,,0.00,24.00,2.46,5.00,0.00,31.46,false,9/17/23 5:46 PM,9/17/23 5:46 PM,01:20:51,In Store
3401 Harrisburg Boulevard Suite A,800000005053288028,41,41,9/17/23 4:11 PM,1,,Dining Room,,,,0.00,8.00,0.82,0.00,0.00,8.82,false,9/17/23 4:37 PM,9/17/23 4:37 PM,00:26:05,In Store
3401 Harrisburg Boulevard Suite A,800000005053409315,46,46,9/17/23 4:27 PM,1,,None,,,,0.00,18.00,1.86,3.60,0.00,23.46,false,9/17/23 4:43 PM,9/17/23 4:43 PM,00:15:55,In Store
3401 Harrisburg Boulevard Suite A,800000005053502223,47,47,9/17/23 4:43 PM,1,,None,,,,0.00,18.00,0.00,3.60,0.00,21.60,false,9/17/23 7:46 PM,9/17/23 7:46 PM,03:03:33,In Store
3401 Harrisburg Boulevard Suite A,800000005053617180,49,49,9/17/23 4:43 PM,1,,None,,,,0.00,6.00,0.62,0.00,0.00,6.62,false,9/17/23 4:47 PM,9/17/23 4:47 PM,00:04:21,In Store
3401 Harrisburg Boulevard Suite A,800000005054486627,51,51,9/17/23 5:08 PM,1,,Dining Room,,,,0.00,14.00,1.44,2.80,0.00,18.24,false,9/17/23 5:10 PM,9/17/23 5:10 PM,00:02:27,In Store
